Tamaño Conjunto,Valor Objetivo,Fuerza Bruta,Backtracking,PD Top Down,PD Bottom Up
10,10000,0,0,0,3
11,10000,0,0,0,4
12,10000,0,0,0,5
13,10000,0,0,0,4
14,10000,0,0,0,4
15,10000,0,1,0,5
16,10000,0,2,0,6
17,10000,0,4,0,5
18,10000,0,8,0,5
19,10000,0,13,0,5
20,10000,0,29,0,7
21,10000,0,56,0,6
22,10000,0,119,0,6
23,10000,0,264,0,7
24,10000,0,499,0,8
25,10000,0,980,0,7
26,10000,0,1758,0,7
27,10000,0,3486,0,9
28,10000,0,6926,0,8
