Tamaño Conjunto,Valor Objetivo,Fuerza Bruta,Backtracking,PD Top Down,PD Bottom Up
1000,20000,0,0,222,604
2000,20000,0,0,522,1264
3000,20000,0,0,861,1864
5000,20000,0,0,1714,3055
6000,20000,0,0,2229,3621
7000,20000,0,0,3498,4234
8000,20000,0,0,4155,5322
9000,20000,0,0,5085,5771
10000,20000,0,0,6132,6054
